title,time,genre,rating,description,votes,directors,stars,year,gross
Wimbledon,98,Comedy,6.3,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.",63965,['Richard Loncraine'],"['Kirsten Dunst', 'Paul Bettany', 'Jon Favreau', 'Sam Neill']",2004,17000000.0
Win Win,106,Comedy,7.1,A struggling lawyer and volunteer wrestling coach's chicanery comes back to haunt him when the teenage grandson of the client he has double-crossed comes into his life.,53796,['Tom McCarthy'],"['Paul Giamatti', 'Amy Ryan', 'Jeffrey Tambor', 'Bobby Cannavale']",2011,10180000.0
Win a Date with Tad Hamilton!,96,Comedy,5.6,"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",27868,['Robert Luketic'],"['Kate Bosworth', 'Josh Duhamel', 'Topher Grace', 'Nathan Lane']",2004,17070000.0
Winchester,99,Drama,5.4,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.",33605,"['Michael Spierig', 'Peter Spierig']","['Helen Mirren', 'Sarah Snook', ""Finn Scicluna-O'Prey"", 'Jason Clarke']",2018,25090000.0
Winchester '73,92,Action,7.6,A cowboy's obsession with a stolen rifle leads to a bullet-ridden odyssey through the American West.,19648,['Anthony Mann'],"['James Stewart', 'Shelley Winters', 'Dan Duryea', 'Stephen McNally']",1950,
Wind Chill,91,Adventure,5.8,"Two college students share a ride home for the holidays, but when they break down on a deserted stretch of road, they are preyed upon by the ghosts of people who have died there.",23148,['Gregory Jacobs'],"['Emily Blunt', 'Ashton Holmes', 'Martin Donovan', 'Ned Bellamy']",2007,20000.0
Wind River,107,Crime,7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,242632,['Taylor Sheridan'],"['Elizabeth Olsen', 'Jeremy Renner', 'Graham Greene', 'Kelsey Asbille']",2017,33800000.0
Windfall,92,Crime,5.7,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway.",18647,['Charlie McDowell'],"['Jason Segel', 'Lily Collins', 'Jesse Plemons', 'Omar Leyva']",2022,
Windtalkers,134,Action,6.1,"Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.",68733,['John Woo'],"['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich']",2002,40910000.0
Wine Country,103,Adventure,5.4,"During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.",20971,['Amy Poehler'],"['Amy Poehler', 'Rachel Dratch', 'Ana Gasteyer', 'Maya Rudolph']",2019,
Wing Commander,100,Action,4.3,"Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe.",16797,['Chris Roberts'],"['Freddie Prinze Jr.', 'Matthew Lillard', 'Saffron Burrows', 'Tchéky Karyo']",1999,11580000.0
Wings,144,Drama,7.6,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",12776,"['William A. Wellman', ""Harry d'Abbadie d'Arrast""]","['Clara Bow', ""Charles 'Buddy' Rogers"", 'Richard Arlen', 'Jobyna Ralston']",1927,6590000.0
Winnie the Pooh,63,Animation,7.1,"While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called The Backson.",24526,"['Stephen J. Anderson', 'Don Hall']","['Jim Cummings', 'Craig Ferguson', 'John Cleese', 'Bud Luckey']",2011,26690000.0
Winter's Bone,100,Drama,7.1,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,142049,['Debra Granik'],"['Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt', 'Isaiah Stone']",2010,6530000.0
Winter's Tale,118,Drama,6.1,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",54460,['Akiva Goldsman'],"['Colin Farrell', 'Jessica Brown Findlay', 'Russell Crowe', 'Jennifer Connelly']",2014,20000.0
Wish Dragon,98,Animation,7.2,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,24566,['Chris Appelhans'],"['Jimmy Wong', 'John Cho', 'Constance Wu', 'Natasha Liu Bordizzo']",2021,
Wish I Was Here,106,Comedy,6.6,"A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career.",38007,['Zach Braff'],"['Zach Braff', 'Joey King', 'Pierce Gagnon', 'Kate Hudson']",2014,3590000.0
Wish Upon,90,Drama,5.0,A teenage girl discovers a box that carries magic powers and a deadly price for using them.,20416,['John R. Leonetti'],"['Joey King', 'Ryan Phillippe', 'Ki Hong Lee', 'Mitchell Slaggert']",2017,14300000.0
Wishmaster,90,Fantasy,5.8,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth.",23109,['Robert Kurtzman'],"['Tammy Lauren', 'Andrew Divoff', 'Angus Scrimm', 'Ari Barak']",1997,15720000.0
Witchfinder General,86,Drama,6.7,A young soldier seeks to put an end to the evils caused by a vicious witch-hunter when the latter terrorizes his fiancée and kills her uncle.,10631,['Michael Reeves'],"['Vincent Price', 'Ian Ogilvy', 'Rupert Davies', 'Hilary Heath']",1968,
With Honors,101,Comedy,6.7,"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.",14318,['Alek Keshishian'],"['Joe Pesci', 'Brendan Fraser', 'Moira Kelly', 'Patrick Dempsey']",1994,20040000.0
Withnail & I,107,Comedy,7.6,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",43502,['Bruce Robinson'],"['Richard E. Grant', 'Paul McGann', 'Richard Griffiths', 'Ralph Brown']",1987,1540000.0
Without Remorse,109,Action,5.7,"An elite Navy SEAL, goes on a path to avenge his wife's murder only to find himself inside of a larger conspiracy.",55427,['Stefano Sollima'],"['Michael B. Jordan', 'Jodie Turner-Smith', 'Jamie Bell', 'Guy Pearce']",2021,
Without a Clue,107,Comedy,6.9,"A drunken Sherlock Holmes is really just a cover for the real detective, Dr. Watson.",10308,['Thom Eberhardt'],"['Michael Caine', 'Ben Kingsley', 'Jeffrey Jones', 'Lysette Anthony']",1988,8540000.0
Without a Paddle,95,Adventure,5.8,"After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results.",47025,['Steven Brill'],"['Matthew Lillard', 'Seth Green', 'Dax Shepard', 'Matthew Price']",2004,58170000.0
Witness,112,Drama,7.4,"When a young Amish boy is sole witness to a murder while visiting Philadelphia with his mother, police detective John Book tries to protect the boy until an attempt on Book's life forces him into hiding in Amish country.",93485,['Peter Weir'],"['Harrison Ford', 'Kelly McGillis', 'Lukas Haas', 'Josef Sommer']",1985,68710000.0
Witness for the Prosecution,116,Crime,8.4,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,121859,['Billy Wilder'],"['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton', 'Elsa Lanchester']",1957,8180000.0
Wizards,82,Animation,6.3,"On a post-apocalyptic Earth, a wizard and his faire folk comrades fight an evil wizard who's using technology in his bid for conquest.",11681,['Ralph Bakshi'],"['Bob Holt', 'Jesse Welles', 'Richard Romanus', 'David Proval']",1977,9000000.0
Wo de fu qin mu qin,89,Drama,7.8,"Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback.",13125,['Yimou Zhang'],"['Ziyi Zhang', 'Honglei Sun', 'Hao Zheng', 'Yulian Zhao']",1999,1280000.0
Wo hu cang long,120,Action,7.9,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,265438,['Ang Lee'],"['Chow Yun-Fat', 'Michelle Yeoh', 'Ziyi Zhang', 'Chang Chen']",2000,128080000.0
Wolf,125,Drama,6.2,Publisher Will Randall becomes a demon wolf and has to fight to keep his job.,56061,['Mike Nichols'],"['Jack Nicholson', 'Michelle Pfeiffer', 'James Spader', 'Kate Nelligan']",1994,65010000.0
Wolf Creek,99,Horror,6.2,Three backpackers stranded in the Australian outback are plunged inside a hellish nightmare of insufferable torture by a sadistic psychopathic local.,71931,['Greg McLean'],"['Nathan Phillips', 'Cassandra Magrath', 'Kestie Morassi', 'John Jarratt']",2005,16190000.0
Wolf Creek 2,106,Horror,6.1,"The outback once more becomes a place of horror as another unwitting tourist becomes the prey for crazed, serial-killing pig-hunter Mick Taylor.",19870,['Greg McLean'],"['John Jarratt', 'Ryan Corr', 'Shannon Ashlyn', 'Philippe Klaus']",2013,
WolfWalkers,103,Animation,8.0,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,30283,"['Tomm Moore', 'Ross Stewart']","['Honor Kneafsey', 'Eva Whittaker', 'Sean Bean', 'Simon McBurney']",2020,
Wolfen,115,Horror,6.3,A New York cop investigates a series of brutal deaths that resemble animal attacks.,10054,['Michael Wadleigh'],"['Albert Finney', 'Diane Venora', 'Edward James Olmos', 'Gregory Hines']",1981,10630000.0
Woman in Gold,109,Biography,7.3,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",57963,['Simon Curtis'],"['Helen Mirren', 'Ryan Reynolds', 'Daniel Brühl', 'Katie Holmes']",2015,33310000.0
Woman of the Year,114,Comedy,7.2,"Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.",10101,['George Stevens'],"['Spencer Tracy', 'Katharine Hepburn', 'Fay Bainter', 'Reginald Owen']",1942,
Woman on Top,92,Comedy,5.3,"Brazilian chef Isabella Oliveira moves to San Francisco when her husband, frustrated by her motion sickness, cheats on her.",10473,['Fina Torres'],"['Penélope Cruz', 'Murilo Benício', 'Harold Perrineau', 'Mark Feuerstein']",2000,5020000.0
Womb,111,Drama,6.3,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",14241,['Benedek Fliegauf'],"['Eva Green', 'Matt Smith', 'Lesley Manville', 'Peter Wight']",2010,
Wonder,113,Drama,7.9,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",159764,['Stephen Chbosky'],"['Jacob Tremblay', 'Owen Wilson', 'Izabela Vidovic', 'Julia Roberts']",2017,132419999.0
Wonder Boys,107,Comedy,7.2,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",64034,['Curtis Hanson'],"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Robert Downey Jr.']",2000,19390000.0
Wonder Park,85,Animation,5.8,Wonder Park tells the story of an amusement park where the imagination of a wildly creative girl named June comes alive.,11772,['Dylan Brown'],"['Sofia Mali', 'Jennifer Garner', 'Ken Hudson Campbell', 'Kenan Thompson']",2019,45220000.0
Wonder Wheel,101,Drama,6.2,"On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.",28366,['Woody Allen'],"['Justin Timberlake', 'Juno Temple', 'Robert C. Kirk', 'Kate Winslet']",2017,1400000.0
Wonder Woman,141,Action,7.4,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",636168,['Patty Jenkins'],"['Gal Gadot', 'Chris Pine', 'Robin Wright', 'Lucy Davis']",2017,412560000.0
Wonder Woman 1984,151,Action,5.4,"Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",253695,['Patty Jenkins'],"['Gal Gadot', 'Chris Pine', 'Kristen Wiig', 'Pedro Pascal']",2020,46370000.0
Wonderland,104,Crime,6.5,"In the police investigation of a brutal crime scene, one man was at the center of it all: legendary porn star John Holmes.",22221,['James Cox'],"['Val Kilmer', 'Lisa Kudrow', 'Kate Bosworth', 'Christina Applegate']",2003,1060000.0
Wonderstruck,116,Adventure,6.2,"Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress whose life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father.",10239,['Todd Haynes'],"['Oakes Fegley', 'Julianne Moore', 'Michelle Williams', 'Millicent Simmonds']",2017,1030000.0
Wong Fei Hung,134,Action,7.2,"Late 1800s Foshan, Guangdong: Wong Fei Hung/Jet Li trains men in martial arts to help defend against foreign powers already holding Hong Kong and Macau. He looks after cute 13th Aunt, who's just returned from England. Lots of fight scenes.",18531,['Hark Tsui'],"['Jet Li', 'Rosamund Kwan', 'Biao Yuen', 'Jacky Cheung']",1991,
Wong Gok ka moon,102,Crime,7.0,"Mid-level gangster Wah falls in love with his beautiful cousin, but must also continue to protect his volatile partner-in-crime and friend, Fly.",10311,['Kar-Wai Wong'],"['Andy Lau', 'Maggie Cheung', 'Jacky Cheung', 'Alex Man']",1988,10000.0
Words and Pictures,111,Comedy,6.6,An art instructor and an English teacher form a rivalry that ends up with a competition at their school in which students decide whether words or pictures are more important.,10800,['Fred Schepisi'],"['Clive Owen', 'Juliette Binoche', 'Bruce Davison', 'Amy Brenneman']",2013,2170000.0
Work It,93,Comedy,6.1,"When Quinn Ackerman's admission to the college of her dreams depends on her performance at a dance competition, she forms a ragtag group of dancers to take on the best squad in school...now she just needs to learn how to dance.",12875,['Laura Terruso'],"['Keiynan Lonsdale', 'Liza Koshy', 'Briana Andrade-Gomes', 'Kalliane Brémault']",2020,
